index,width,height,span,covering,num_longitude,diameter_longitude,num_hoop,diameter_hoop,concrete_stress,deflection,F_resistance,
800,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.367,432,
801,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.444,504,
802,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.47,576,
803,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.543,720,
804,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.859,1080,
805,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.873,1220,
806,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.901,1260,
807,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.917,1280,
808,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.923,1290,
809,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.926,1290,
810,200,20,360,3.6,13,1.08,18,0.6,0.000268,0.929,1300,
811,200,20,360,3.6,13,1.08,18,0.6,0.000268,1.35,1370,
812,200,20,360,3.6,13,1.08,18,0.6,0.000268,1.3,1440,
813,200,20,360,3.6,13,1.08,18,0.6,0.000268,1.87,1580,
814,200,20,360,3.6,13,1.08,18,0.6,0.000268,3.67,1690,
815,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.0551,96.6,
816,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.0662,116,
817,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.0828,145,
818,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.11,193,
819,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.198,222,
820,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.202,242,
821,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.231,270,
822,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.241,280,
823,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.355,290,
824,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.413,386,
825,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.498,483,
826,230,20,420,3.6,15,1.08,21,0.6,0.000268,0.927,773,
827,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.19,966,
828,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.22,1060,
829,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.34,1160,
830,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.47,1170,
831,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.38,1190,
832,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.4,1210,
833,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.58,1260,
834,230,20,420,3.6,15,1.08,21,0.6,0.000268,1.84,1450,
835,230,20,420,3.6,15,1.08,21,0.6,0.000268,2.26,1550,
836,230,20,420,3.6,15,1.08,21,0.6,0.000268,4.95,1590,
