index,width,height,span,covering,num_longitude,diameter_longitude,num_hoop,diameter_hoop,concrete_stress,deflection,F_resistance
548.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0257,907.0
549.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0744,972.0
550.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0812,1040.0
551.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0893,1170.0
552.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.10800000000000001,1300.0
553.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.22,2590.0
554.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.307,3890.0
555.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.579,6480.0
556.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.7090000000000001,7780.0
557.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.718,8420.0
558.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.782,8530.0
559.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.79,8620.0
560.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.8640000000000001,8810.0
561.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.833,9070.0
562.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.845,9200.0
563.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.858,9330.0
564.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.8959999999999999,9720.0
565.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.9590000000000001,10400.0
566.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,1.32,11700.0
567.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,1.4,12300.0
568.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,1.65,13000.0
569.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,1.85,14300.0
570.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.00941,86.4
571.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0187,173.0
572.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0233,216.0
573.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.028,259.0
574.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0373,346.0
575.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0466,432.0
576.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0475,441.0
577.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.0485,449.0
578.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.114,458.0
579.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.11900000000000001,475.0
580.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.131,518.0
581.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.156,605.0
582.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.245,691.0
583.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.27,778.0
584.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.307,864.0
585.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.588,1730.0
586.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,0.9159999999999999,2590.0
587.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.03,2760.0
588.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.06,2850.0
589.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.07,2870.0
590.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.08,2890.0
591.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.1,2940.0
592.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.13,3020.0
593.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.5,3460.0
594.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,1.58,3630.0
595.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,2.19,3720.0
596.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,2.32,3800.0
597.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,2.38,3890.0
598.0,240.0,25.0,360.0,3.6,15.0,1.36,18.0,0.6,0.000268,2.99,3890.0
599.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0106,86.4
600.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.019,173.0
601.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0237,216.0
602.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0285,259.0
603.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0332,302.0
604.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0341,311.0
605.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.0351,320.0
606.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.107,328.0
607.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.11,346.0
608.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.16,518.0
609.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.243,605.0
610.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.26,691.0
611.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.314,778.0
612.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.341,864.0
613.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.7190000000000001,1730.0
614.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.8290000000000001,2160.0
615.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.937,2420.0
616.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.973,2510.0
617.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,0.992,2550.0
618.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,1.01,2590.0
619.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,1.32,3020.0
620.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,1.44,3280.0
621.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,1.48,3370.0
622.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,1.5,3410.0
623.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.02,3460.0
624.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.2,3630.0
625.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.42,3720.0
626.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.65,3800.0
627.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.72,3890.0
628.0,240.0,25.0,360.0,3.6,15.0,0.95,18.0,0.6,0.000268,2.83,3890.0
629.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.00268,130.0
630.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0109,389.0
631.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0145,518.0
632.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0181,648.0
633.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0289,1040.0
634.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0307,1100.0
635.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0856,1170.0
636.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.0922,1300.0
637.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.21,2590.0
638.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.337,3890.0
639.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.519,6480.0
640.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.68,7780.0
641.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.8009999999999999,9070.0
642.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.7040000000000001,9200.0
643.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.77,9330.0
644.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.804,9720.0
645.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,0.9229999999999999,10400.0
646.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.12,11700.0
647.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.14,11900.0
648.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.49,12300.0
649.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.57,13000.0
650.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.75,14300.0
651.0,360.0,36.0,360.0,3.6,16.0,1.46,20.0,0.6,0.000268,1.83,14300.0
652.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.006840000000000001,176.0
653.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.0223,529.0
654.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.026,617.0
655.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.0297,706.0
656.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.0444,1060.0
657.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.0518,1230.0
658.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.0541,1290.0
659.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.114,1320.0
660.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.12300000000000001,1410.0
661.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.159,1760.0
662.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.534,5290.0
663.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.835,7940.0
664.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.894,8470.0
665.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,0.9329999999999999,8820.0
666.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,1.08,9170.0
667.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,1.15,9700.0
668.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,1.6,10600.0
669.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,1.68,11100.0
670.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,1.79,11300.0
671.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,2.63,11500.0
672.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,2.79,12300.0
673.0,420.0,35.0,420.0,3.6,26.0,1.47,21.0,0.6,0.000268,2.89,12300.0
674.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.0050100000000000006,60.0
675.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.0085,120.0
676.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.0147,180.0
677.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.0196,240.0
678.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.0245,300.0
679.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.11599999999999999,600.0
680.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.11599999999999999,600.0
681.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.303,1200.0
682.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.42,1800.0
683.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.732,3000.0
684.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.748,3060.0
685.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.763,3120.0
686.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.8270000000000001,3150.0
687.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.8290000000000001,3160.0
688.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.8320000000000001,3170.0
689.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.835,3180.0
690.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,0.868,3300.0
691.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,1.02,3600.0
692.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,1.28,4200.0
693.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,1.38,4500.0
694.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,1.84,4590.0
695.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,1.88,4680.0
696.0,200.0,26.0,300.0,3.6,13.0,1.23,15.0,0.6,0.000268,2.03,4800.0
697.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.009470000000000001,86.4
698.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.0188,173.0
699.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.0235,216.0
700.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.0281,259.0
701.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.0469,432.0
702.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.113,449.0
703.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.12,475.0
704.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.132,518.0
705.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.158,605.0
706.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.184,691.0
707.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.226,864.0
708.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.5329999999999999,1730.0
709.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.682,2160.0
710.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.8809999999999999,2590.0
711.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.912,2680.0
712.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,0.943,2760.0
713.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,1.15,3020.0
714.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,1.52,3460.0
715.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,2.19,3540.0
716.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,2.4,3630.0
717.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,2.6,3890.0
718.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,2.66,3970.0
719.0,240.0,25.0,360.0,3.6,15.0,1.23,18.0,0.6,0.000268,3.04,3970.0
720.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.0197,118.0
721.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.0552,176.0
722.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.0736,235.0
723.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.17600000000000002,353.0
724.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.34700000000000003,588.0
725.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.485,823.0
726.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,0.8029999999999999,1180.0
727.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.02,1760.0
728.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.22,1880.0
729.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.26,2000.0
730.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.25,2060.0
731.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.27,2080.0
732.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.34,2120.0
733.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,1.55,2350.0
734.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,2.19,2590.0
735.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,2.35,2760.0
736.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,3.44,2850.0
737.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,3.4,2940.0
738.0,280.0,23.0,420.0,3.6,18.0,1.16,21.0,0.6,0.000268,4.09,2940.0
739.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.0105,53.8
740.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.0157,80.6
741.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.0188,96.8
742.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.0209,108.0
743.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.0313,161.0
744.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.146,269.0
745.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.127,215.0
746.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.32899999999999996,430.0
747.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.38,538.0
748.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.732,1080.0
749.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.851,1240.0
750.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.89,1290.0
751.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.929,1340.0
752.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,0.945,1370.0
753.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,1.09,1390.0
754.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,1.12,1420.0
755.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,1.19,1510.0
756.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,1.28,1610.0
757.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,3.09,1670.0
758.0,168.0,20.0,320.0,3.6,11.0,1.08,16.0,0.6,0.000268,3.24,1720.0
759.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.0338,72.0
760.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.0507,108.0
761.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.0595,144.0
762.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.0744,180.0
763.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.0833,202.0
764.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.139,209.0
765.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.145,216.0
766.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.185,288.0
767.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.324,360.0
768.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.36700000000000005,432.0
769.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.444,504.0
770.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.47,576.0
771.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.5429999999999999,720.0
772.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.8590000000000001,1080.0
773.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.873,1220.0
774.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.9009999999999999,1260.0
775.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.917,1280.0
776.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.9229999999999999,1290.0
777.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.9259999999999999,1290.0
778.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,0.929,1300.0
779.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,1.35,1370.0
780.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,1.3,1440.0
781.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,1.87,1580.0
782.0,200.0,20.0,360.0,3.6,13.0,1.08,18.0,0.6,0.000268,3.67,1690.0
783.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.0551,96.6
784.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.0662,116.0
785.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.0828,145.0
786.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.11,193.0
787.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.198,222.0
788.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.20199999999999999,242.0
789.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.231,270.0
790.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.24100000000000002,280.0
791.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.355,290.0
792.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.413,386.0
793.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.498,483.0
794.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,0.927,773.0
795.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.19,966.0
796.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.22,1060.0
797.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.34,1160.0
798.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.47,1170.0
799.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.38,1190.0
800.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.4,1210.0
801.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.58,1260.0
802.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,1.84,1450.0
803.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,2.26,1550.0
804.0,230.0,20.0,420.0,3.6,15.0,1.08,21.0,0.6,0.000268,4.95,1590.0
